date,age,cases
2022-02-28,25_29,2672
2022-02-28,30_34,3006
2022-02-28,35_39,2952
2022-02-28,40_44,2749
2022-02-28,45_49,2466
2022-02-28,50_54,2405
2022-02-28,55_59,2240
2022-02-28,60_64,1854
2022-02-28,65_69,1365
2022-02-28,70_74,1117
2022-02-28,75_79,798
2022-02-28,80_84,529
2022-02-28,85_89,456
2022-02-28,90+,428
2022-03-01,00_04,643
2022-03-01,05_09,1262
2022-03-01,10_14,1255
2022-03-01,15_19,1233
2022-03-01,20_24,1944
2022-03-01,25_29,2782
2022-03-01,30_34,3135
2022-03-01,35_39,2972
2022-03-01,40_44,2718
2022-03-01,45_49,2414
2022-03-01,50_54,2466
2022-03-01,55_59,2199
2022-03-01,60_64,1913
2022-03-01,65_69,1364
2022-03-01,70_74,1054
2022-03-01,75_79,859
2022-03-01,80_84,539
2022-03-01,85_89,411
2022-03-01,90+,370
2022-03-02,00_04,618
2022-03-02,05_09,1196
2022-03-02,10_14,1206
2022-03-02,15_19,1309
2022-03-02,20_24,2031
2022-03-02,25_29,2866
2022-03-02,30_34,3388
2022-03-02,35_39,3189
2022-03-02,40_44,2853
2022-03-02,45_49,2535
2022-03-02,50_54,2691
2022-03-02,55_59,2433
2022-03-02,60_64,1935
2022-03-02,65_69,1448
2022-03-02,70_74,1123
2022-03-02,75_79,861
2022-03-02,80_84,582
2022-03-02,85_89,414
2022-03-02,90+,396
2022-03-03,00_04,588
2022-03-03,05_09,1218
2022-03-03,10_14,1227
2022-03-03,15_19,1230
2022-03-03,20_24,1898
2022-03-03,25_29,2598
2022-03-03,30_34,3048
2022-03-03,35_39,2846
2022-03-03,40_44,2747
2022-03-03,45_49,2456
2022-03-03,50_54,2454
2022-03-03,55_59,2358
2022-03-03,60_64,1955
2022-03-03,65_69,1313
2022-03-03,70_74,1179
2022-03-03,75_79,851
2022-03-03,80_84,519
2022-03-03,85_89,377
2022-03-03,90+,389
2022-03-04,00_04,681
2022-03-04,05_09,1686
2022-03-04,10_14,1414
2022-03-04,15_19,1154
2022-03-04,20_24,1642
2022-03-04,25_29,2281
2022-03-04,30_34,2706
2022-03-04,35_39,2687
2022-03-04,40_44,2445
2022-03-04,45_49,2286
2022-03-04,50_54,2337
2022-03-04,55_59,2234
2022-03-04,60_64,1963
2022-03-04,65_69,1387
2022-03-04,70_74,1143
2022-03-04,75_79,892
2022-03-04,80_84,575
2022-03-04,85_89,444
2022-03-04,90+,351
2022-03-05,00_04,745
2022-03-05,05_09,1781
2022-03-05,10_14,1541
2022-03-05,15_19,1155
2022-03-05,20_24,1416
2022-03-05,25_29,2030
2022-03-05,30_34,2477
2022-03-05,35_39,2490
2022-03-05,40_44,2379
2022-03-05,45_49,2122
2022-03-05,50_54,2207
2022-03-05,55_59,2041
2022-03-05,60_64,1678
2022-03-05,65_69,1288
2022-03-05,70_74,1088
2022-03-05,75_79,757
2022-03-05,80_84,463
2022-03-05,85_89,349
2022-03-05,90+,251
2022-03-06,00_04,918
2022-03-06,05_09,2501
2022-03-06,10_14,2326
2022-03-06,15_19,1588
2022-03-06,20_24,1576
2022-03-06,25_29,2530
2022-03-06,30_34,3117
2022-03-06,35_39,3214
2022-03-06,40_44,2982
2022-03-06,45_49,2678
2022-03-06,50_54,2830
2022-03-06,55_59,2614
2022-03-06,60_64,2090
2022-03-06,65_69,1444
2022-03-06,70_74,1231
2022-03-06,75_79,926
2022-03-06,80_84,501
2022-03-06,85_89,333
2022-03-06,90+,276
2022-03-07,00_04,1382
2022-03-07,05_09,3538
2022-03-07,10_14,3262
2022-03-07,15_19,2126
2022-03-07,20_24,2501
2022-03-07,25_29,3812
2022-03-07,30_34,4484
2022-03-07,35_39,4383
2022-03-07,40_44,4309
2022-03-07,45_49,3742
2022-03-07,50_54,3978
2022-03-07,55_59,3546
2022-03-07,60_64,2761
2022-03-07,65_69,1931
2022-03-07,70_74,1691
2022-03-07,75_79,1295
2022-03-07,80_84,767
2022-03-07,85_89,531
2022-03-07,90+,554
2022-03-08,00_04,1313
2022-03-08,05_09,3331
2022-03-08,10_14,3010
2022-03-08,15_19,2093
2022-03-08,20_24,2645
2022-03-08,25_29,4112
2022-03-08,30_34,4824
2022-03-08,35_39,4934
2022-03-08,40_44,4431
2022-03-08,45_49,3883
2022-03-08,50_54,3917
2022-03-08,55_59,3610
2022-03-08,60_64,2876
2022-03-08,65_69,2141
2022-03-08,70_74,1766
2022-03-08,75_79,1255
2022-03-08,80_84,825
2022-03-08,85_89,534
2022-03-08,90+,460
2022-03-09,00_04,1269
2022-03-09,05_09,2956
2022-03-09,10_14,2757
2022-03-09,15_19,2224
2022-03-09,20_24,2871
2022-03-09,25_29,4336
2022-03-09,30_34,5168
2022-03-09,35_39,5325
2022-03-09,40_44,4940
2022-03-09,45_49,4299
2022-03-09,50_54,4125
2022-03-09,55_59,4056
2022-03-09,60_64,3216
2022-03-09,65_69,2287
2022-03-09,70_74,2018
2022-03-09,75_79,1392
2022-03-09,80_84,795
2022-03-09,85_89,547
2022-03-09,90+,488
2022-03-10,00_04,1334
2022-03-10,05_09,3051
2022-03-10,10_14,2951
2022-03-10,15_19,2022
2022-03-10,20_24,2676
2022-03-10,25_29,4006
2022-03-10,30_34,4975
2022-03-10,35_39,5043
2022-03-10,40_44,4619
2022-03-10,45_49,4234
2022-03-10,50_54,4261
2022-03-10,55_59,3746
2022-03-10,60_64,3097
2022-03-10,65_69,2442
2022-03-10,70_74,1969
2022-03-10,75_79,1452
2022-03-10,80_84,870
2022-03-10,85_89,580
2022-03-10,90+,525
2022-03-11,00_04,1342
2022-03-11,05_09,3283
2022-03-11,10_14,2895
2022-03-11,15_19,1995
2022-03-11,20_24,2425
2022-03-11,25_29,3431
2022-03-11,30_34,4443
2022-03-11,35_39,4571
2022-03-11,40_44,4282
2022-03-11,45_49,3999
2022-03-11,50_54,4096
2022-03-11,55_59,3728
2022-03-11,60_64,3111
2022-03-11,65_69,2497
2022-03-11,70_74,2204
2022-03-11,75_79,1523
2022-03-11,80_84,916
2022-03-11,85_89,594
2022-03-11,90+,485
2022-03-12,00_04,1225
2022-03-12,05_09,3154
2022-03-12,10_14,2780
2022-03-12,15_19,1998
2022-03-12,20_24,2033
2022-03-12,25_29,3117
2022-03-12,30_34,4076
2022-03-12,35_39,4232
2022-03-12,40_44,4182
2022-03-12,45_49,3799
2022-03-12,50_54,3840
2022-03-12,55_59,3520
2022-03-12,60_64,3109
2022-03-12,65_69,2361
2022-03-12,70_74,2057
2022-03-12,75_79,1537
2022-03-12,80_84,836
2022-03-12,85_89,542
2022-03-12,90+,356
2022-03-13,00_04,1490
2022-03-13,05_09,3938
2022-03-13,10_14,3891
2022-03-13,15_19,2602
2022-03-13,20_24,2539
2022-03-13,25_29,3913
2022-03-13,30_34,5061
2022-03-13,35_39,5313
2022-03-13,40_44,5222
2022-03-13,45_49,4837
2022-03-13,50_54,4764
2022-03-13,55_59,4413
2022-03-13,60_64,3610
2022-03-13,65_69,2537
2022-03-13,70_74,2245
2022-03-13,75_79,1641
2022-03-13,80_84,906
2022-03-13,85_89,535
2022-03-13,90+,435
2022-03-14,00_04,1921
2022-03-14,05_09,5157
2022-03-14,10_14,4870
2022-03-14,15_19,3266
2022-03-14,20_24,3735
2022-03-14,25_29,5478
2022-03-14,30_34,6842
2022-03-14,35_39,7318
2022-03-14,40_44,6941
2022-03-14,45_49,5987
2022-03-14,50_54,6103
2022-03-14,55_59,5768
2022-03-14,60_64,4531
2022-03-14,65_69,3233
2022-03-14,70_74,2836
2022-03-14,75_79,2102
2022-03-14,80_84,1252
2022-03-14,85_89,910
2022-03-14,90+,748
2022-03-15,00_04,1637
2022-03-15,05_09,4250
2022-03-15,10_14,4063
2022-03-15,15_19,3096
2022-03-15,20_24,3626
2022-03-15,25_29,5545
2022-03-15,30_34,6828
2022-03-15,35_39,6875
2022-03-15,40_44,6434
2022-03-15,45_49,5645
2022-03-15,50_54,5814
2022-03-15,55_59,5259
2022-03-15,60_64,4278
2022-03-15,65_69,3031
2022-03-15,70_74,2694
2022-03-15,75_79,1980
2022-03-15,80_84,1129
2022-03-15,85_89,785
2022-03-15,90+,617
2022-03-16,00_04,1644
2022-03-16,05_09,3538
2022-03-16,10_14,3535
2022-03-16,15_19,2837
2022-03-16,20_24,3619
2022-03-16,25_29,5514
2022-03-16,30_34,6843
2022-03-16,35_39,7100
2022-03-16,40_44,6615
2022-03-16,45_49,5779
2022-03-16,50_54,5799
2022-03-16,55_59,5467
2022-03-16,60_64,4595
2022-03-16,65_69,3353
2022-03-16,70_74,2750
2022-03-16,75_79,1914
2022-03-16,80_84,1155
2022-03-16,85_89,735
2022-03-16,90+,602
2022-03-17,00_04,1532
2022-03-17,05_09,3280
2022-03-17,10_14,3241
2022-03-17,15_19,2822
2022-03-17,20_24,3237
2022-03-17,25_29,4881
2022-03-17,30_34,6027
2022-03-17,35_39,6242
2022-03-17,40_44,5919
2022-03-17,45_49,5185
2022-03-17,50_54,5306
2022-03-17,55_59,5095
2022-03-17,60_64,4142
2022-03-17,65_69,3101
2022-03-17,70_74,2660
2022-03-17,75_79,2023
2022-03-17,80_84,1128
2022-03-17,85_89,736
2022-03-17,90+,598
2022-03-18,00_04,1378
2022-03-18,05_09,3049
2022-03-18,10_14,2945
2022-03-18,15_19,2292
2022-03-18,20_24,2763
2022-03-18,25_29,4130
2022-03-18,30_34,5181
2022-03-18,35_39,5490
2022-03-18,40_44,5271
2022-03-18,45_49,4644
2022-03-18,50_54,4924
2022-03-18,55_59,4797
2022-03-18,60_64,3986
2022-03-18,65_69,3030
2022-03-18,70_74,2793
2022-03-18,75_79,1974
2022-03-18,80_84,1180
2022-03-18,85_89,799
2022-03-18,90+,696
2022-03-19,00_04,1268
2022-03-19,05_09,3042
2022-03-19,10_14,2896
2022-03-19,15_19,2149
2022-03-19,20_24,2386
2022-03-19,25_29,3370
2022-03-19,30_34,4521
2022-03-19,35_39,4734
2022-03-19,40_44,4525
2022-03-19,45_49,4233
2022-03-19,50_54,4444
2022-03-19,55_59,4337
2022-03-19,60_64,3675
2022-03-19,65_69,2837
2022-03-19,70_74,2503
2022-03-19,75_79,1814
2022-03-19,80_84,951
2022-03-19,85_89,584
2022-03-19,90+,421
2022-03-20,00_04,1510
2022-03-20,05_09,3810
2022-03-20,10_14,4184
2022-03-20,15_19,2889
2022-03-20,20_24,2833
2022-03-20,25_29,4285
2022-03-20,30_34,5607
2022-03-20,35_39,5646
2022-03-20,40_44,5740
2022-03-20,45_49,5273
2022-03-20,50_54,5581
2022-03-20,55_59,5291
2022-03-20,60_64,4146
2022-03-20,65_69,2995
2022-03-20,70_74,2570
2022-03-20,75_79,1923
2022-03-20,80_84,1037
2022-03-20,85_89,650
2022-03-20,90+,470
2022-03-21,00_04,1896
2022-03-21,05_09,4772
2022-03-21,10_14,5030
2022-03-21,15_19,3641
2022-03-21,20_24,4265
2022-03-21,25_29,6406
2022-03-21,30_34,7928
2022-03-21,35_39,7881
2022-03-21,40_44,7390
2022-03-21,45_49,6848
2022-03-21,50_54,7249
2022-03-21,55_59,6891
2022-03-21,60_64,5629
2022-03-21,65_69,3998
2022-03-21,70_74,3368
2022-03-21,75_79,2553
2022-03-21,80_84,1535
2022-03-21,85_89,1084
2022-03-21,90+,925
2022-03-22,00_04,1615
2022-03-22,05_09,3685
2022-03-22,10_14,3867
2022-03-22,15_19,3186
2022-03-22,20_24,4026
2022-03-22,25_29,6118
2022-03-22,30_34,7449
2022-03-22,35_39,7183
2022-03-22,40_44,7178
2022-03-22,45_49,6335
2022-03-22,50_54,6830
2022-03-22,55_59,6190
2022-03-22,60_64,5077
2022-03-22,65_69,3725
2022-03-22,70_74,3091
2022-03-22,75_79,2402
2022-03-22,80_84,1332
2022-03-22,85_89,1019
2022-03-22,90+,908
2022-03-23,00_04,1524
2022-03-23,05_09,2887
2022-03-23,10_14,3288
2022-03-23,15_19,2955
2022-03-23,20_24,3920
2022-03-23,25_29,5936
2022-03-23,30_34,6978
2022-03-23,35_39,6971
2022-03-23,40_44,6769
2022-03-23,45_49,6020
2022-03-23,50_54,6366
2022-03-23,55_59,6089
2022-03-23,60_64,5082
2022-03-23,65_69,3614
2022-03-23,70_74,3130
2022-03-23,75_79,2406
2022-03-23,80_84,1310
2022-03-23,85_89,914
2022-03-23,90+,769
2022-03-24,00_04,1287
2022-03-24,05_09,2540
2022-03-24,10_14,2809
2022-03-24,15_19,2608
2022-03-24,20_24,3446
2022-03-24,25_29,4997
2022-03-24,30_34,6109
2022-03-24,35_39,6110
2022-03-24,40_44,5842
2022-03-24,45_49,5327
2022-03-24,50_54,5687
2022-03-24,55_59,5474
2022-03-24,60_64,4531
2022-03-24,65_69,3258
2022-03-24,70_74,2855
2022-03-24,75_79,2233
2022-03-24,80_84,1244
2022-03-24,85_89,920
2022-03-24,90+,725
2022-03-25,00_04,1245
2022-03-25,05_09,2151
2022-03-25,10_14,2320
2022-03-25,15_19,2139
2022-03-25,20_24,2913
2022-03-25,25_29,4190
2022-03-25,30_34,5255
2022-03-25,35_39,5150
2022-03-25,40_44,4943
2022-03-25,45_49,4531
2022-03-25,50_54,4905
2022-03-25,55_59,4815
2022-03-25,60_64,4055
2022-03-25,65_69,3226
2022-03-25,70_74,2847
2022-03-25,75_79,2202
2022-03-25,80_84,1258
2022-03-25,85_89,883
2022-03-25,90+,673
2022-03-26,00_04,1046
2022-03-26,05_09,1975
2022-03-26,10_14,2063
2022-03-26,15_19,1911
2022-03-26,20_24,2350
2022-03-26,25_29,3600
2022-03-26,30_34,4324
2022-03-26,35_39,4348
2022-03-26,40_44,4170
2022-03-26,45_49,3947
2022-03-26,50_54,4521
2022-03-26,55_59,4165
2022-03-26,60_64,3581
2022-03-26,65_69,2838
2022-03-26,70_74,2431
2022-03-26,75_79,1802
2022-03-26,80_84,1026
2022-03-26,85_89,680
2022-03-26,90+,526
2022-03-27,00_04,1072
2022-03-27,05_09,2266
2022-03-27,10_14,2838
2022-03-27,15_19,2510
2022-03-27,20_24,2778
2022-03-27,25_29,4037
2022-03-27,30_34,5011
2022-03-27,35_39,4912
2022-03-27,40_44,4686
2022-03-27,45_49,4546
2022-03-27,50_54,5161
2022-03-27,55_59,4857
2022-03-27,60_64,3901
2022-03-27,65_69,2695
2022-03-27,70_74,2281
2022-03-27,75_79,1794
2022-03-27,80_84,1014
2022-03-27,85_89,701
2022-03-27,90+,503
2022-03-28,00_04,1543
2022-03-28,05_09,3059
2022-03-28,10_14,3351
2022-03-28,15_19,3072
2022-03-28,20_24,3929
2022-03-28,25_29,5805
2022-03-28,30_34,6966
2022-03-28,35_39,6939
2022-03-28,40_44,6511
2022-03-28,45_49,6007
2022-03-28,50_54,6617
2022-03-28,55_59,6330
2022-03-28,60_64,5209
2022-03-28,65_69,3714
2022-03-28,70_74,3210
2022-03-28,75_79,2413
2022-03-28,80_84,1556
2022-03-28,85_89,1080
2022-03-28,90+,990
2022-03-29,00_04,1201
2022-03-29,05_09,2213
2022-03-29,10_14,2501
2022-03-29,15_19,2556
2022-03-29,20_24,3670
2022-03-29,25_29,5295
2022-03-29,30_34,6037
2022-03-29,35_39,5734
2022-03-29,40_44,5496
2022-03-29,45_49,5021
2022-03-29,50_54,5749
2022-03-29,55_59,5526
2022-03-29,60_64,4515
2022-03-29,65_69,3267
2022-03-29,70_74,2812
2022-03-29,75_79,2169
2022-03-29,80_84,1350
2022-03-29,85_89,952
2022-03-29,90+,851
2022-03-30,00_04,1076
2022-03-30,05_09,1780
2022-03-30,10_14,2226
2022-03-30,15_19,2274
2022-03-30,20_24,3281
2022-03-30,25_29,4835
2022-03-30,30_34,5686
2022-03-30,35_39,5498
2022-03-30,40_44,5048
2022-03-30,45_49,4901
2022-03-30,50_54,5382
2022-03-30,55_59,5167
2022-03-30,60_64,4279
2022-03-30,65_69,3081
2022-03-30,70_74,2746
2022-03-30,75_79,2121
2022-03-30,80_84,1218
2022-03-30,85_89,874
2022-03-30,90+,758
2022-03-31,00_04,753
2022-03-31,05_09,1181
2022-03-31,10_14,1455
2022-03-31,15_19,1646
2022-03-31,20_24,2337
2022-03-31,25_29,3333
2022-03-31,30_34,3982
2022-03-31,35_39,3830
2022-03-31,40_44,3581
2022-03-31,45_49,3472
2022-03-31,50_54,3868
2022-03-31,55_59,3832
2022-03-31,60_64,3205
2022-03-31,65_69,2355
2022-03-31,70_74,2298
2022-03-31,75_79,1685
2022-03-31,80_84,1056
2022-03-31,85_89,848
2022-03-31,90+,693
2022-04-01,00_04,702
2022-04-01,05_09,987
2022-04-01,10_14,1161
2022-04-01,15_19,1287
2022-04-01,20_24,2009
2022-04-01,25_29,2781
2022-04-01,30_34,3336
2022-04-01,35_39,3356
2022-04-01,40_44,3033
2022-04-01,45_49,3096
2022-04-01,50_54,3450
2022-04-01,55_59,3441
2022-04-01,60_64,2881
2022-04-01,65_69,2278
2022-04-01,70_74,2088
2022-04-01,75_79,1550
2022-04-01,80_84,1046
2022-04-01,85_89,762
2022-04-01,90+,654
2022-04-02,00_04,575
2022-04-02,05_09,873
2022-04-02,10_14,929
2022-04-02,15_19,1004
2022-04-02,20_24,1418
2022-04-02,25_29,2048
2022-04-02,30_34,2552
2022-04-02,35_39,2486
2022-04-02,40_44,2296
2022-04-02,45_49,2405
2022-04-02,50_54,2719
2022-04-02,55_59,2668
2022-04-02,60_64,2442
2022-04-02,65_69,1800
2022-04-02,70_74,1714
2022-04-02,75_79,1356
2022-04-02,80_84,863
2022-04-02,85_89,621
2022-04-02,90+,473
2022-04-03,00_04,598
2022-04-03,05_09,994
2022-04-03,10_14,1093
2022-04-03,15_19,1176
2022-04-03,20_24,1701
2022-04-03,25_29,2376
2022-04-03,30_34,2884
2022-04-03,35_39,2950
2022-04-03,40_44,2699
2022-04-03,45_49,2723
2022-04-03,50_54,3230
2022-04-03,55_59,3267
2022-04-03,60_64,2674
2022-04-03,65_69,1929
2022-04-03,70_74,1716
2022-04-03,75_79,1383
2022-04-03,80_84,854
2022-04-03,85_89,582
2022-04-03,90+,436
2022-04-04,00_04,678
2022-04-04,05_09,1081
2022-04-04,10_14,1284
2022-04-04,15_19,1454
2022-04-04,20_24,2295
2022-04-04,25_29,3177
2022-04-04,30_34,3713
2022-04-04,35_39,3776
2022-04-04,40_44,3361
2022-04-04,45_49,3286
2022-04-04,50_54,3889
2022-04-04,55_59,3858
2022-04-04,60_64,3367
2022-04-04,65_69,2484
2022-04-04,70_74,2148
2022-04-04,75_79,1813
2022-04-04,80_84,1156
2022-04-04,85_89,947
2022-04-04,90+,920
2022-04-05,00_04,594
2022-04-05,05_09,833
2022-04-05,10_14,950
2022-04-05,15_19,1171
2022-04-05,20_24,1988
2022-04-05,25_29,2872
2022-04-05,30_34,3420
2022-04-05,35_39,3411
2022-04-05,40_44,3123
2022-04-05,45_49,3098
2022-04-05,50_54,3477
2022-04-05,55_59,3492
2022-04-05,60_64,2996
2022-04-05,65_69,2150
2022-04-05,70_74,2026
2022-04-05,75_79,1594
2022-04-05,80_84,1039
2022-04-05,85_89,903
2022-04-05,90+,805
2022-04-06,00_04,507
2022-04-06,05_09,705
2022-04-06,10_14,878
2022-04-06,15_19,1115
2022-04-06,20_24,1900
2022-04-06,25_29,2674
2022-04-06,30_34,3090
2022-04-06,35_39,2996
2022-04-06,40_44,2773
2022-04-06,45_49,2697
2022-04-06,50_54,3157
2022-04-06,55_59,3216
2022-04-06,60_64,2763
2022-04-06,65_69,2105
2022-04-06,70_74,1917
2022-04-06,75_79,1572
2022-04-06,80_84,999
2022-04-06,85_89,760
2022-04-06,90+,622
2022-04-07,00_04,450
2022-04-07,05_09,543
2022-04-07,10_14,706
2022-04-07,15_19,909
2022-04-07,20_24,1515
2022-04-07,25_29,2185
2022-04-07,30_34,2584
2022-04-07,35_39,2529
2022-04-07,40_44,2468
2022-04-07,45_49,2357
2022-04-07,50_54,2739
2022-04-07,55_59,2735
2022-04-07,60_64,2442
2022-04-07,65_69,1904
2022-04-07,70_74,1681
2022-04-07,75_79,1359
2022-04-07,80_84,890
2022-04-07,85_89,684
2022-04-07,90+,639
2022-04-08,00_04,399
2022-04-08,05_09,530
2022-04-08,10_14,597
2022-04-08,15_19,714
2022-04-08,20_24,1283
2022-04-08,25_29,1682
2022-04-08,30_34,2076
2022-04-08,35_39,2106
2022-04-08,40_44,1991
2022-04-08,45_49,1971
2022-04-08,50_54,2343
2022-04-08,55_59,2379
2022-04-08,60_64,2229
2022-04-08,65_69,1726
2022-04-08,70_74,1552
2022-04-08,75_79,1298
2022-04-08,80_84,882
2022-04-08,85_89,668
2022-04-08,90+,561
2022-04-09,00_04,389
2022-04-09,05_09,458
2022-04-09,10_14,532
2022-04-09,15_19,612
2022-04-09,20_24,1024
2022-04-09,25_29,1451
2022-04-09,30_34,1835
2022-04-09,35_39,1777
2022-04-09,40_44,1691
2022-04-09,45_49,1669
2022-04-09,50_54,1937
2022-04-09,55_59,1958
2022-04-09,60_64,1840
2022-04-09,65_69,1497
2022-04-09,70_74,1392
2022-04-09,75_79,1101
2022-04-09,80_84,684
2022-04-09,85_89,467
2022-04-09,90+,374
2022-04-10,00_04,382
2022-04-10,05_09,483
2022-04-10,10_14,509
2022-04-10,15_19,734
2022-04-10,20_24,1244
2022-04-10,25_29,1684
2022-04-10,30_34,2049
2022-04-10,35_39,2144
2022-04-10,40_44,1905
2022-04-10,45_49,1970
2022-04-10,50_54,2291
2022-04-10,55_59,2327
2022-04-10,60_64,2069
2022-04-10,65_69,1480
2022-04-10,70_74,1432
2022-04-10,75_79,1140
2022-04-10,80_84,704
2022-04-10,85_89,473
2022-04-10,90+,341
2022-04-11,00_04,459
2022-04-11,05_09,448
2022-04-11,10_14,523
2022-04-11,15_19,709
2022-04-11,20_24,1449
2022-04-11,25_29,2042
2022-04-11,30_34,2479
2022-04-11,35_39,2411
2022-04-11,40_44,2208
2022-04-11,45_49,2302
2022-04-11,50_54,2709
2022-04-11,55_59,2758
2022-04-11,60_64,2390
2022-04-11,65_69,1893
2022-04-11,70_74,1794
2022-04-11,75_79,1398
2022-04-11,80_84,880
2022-04-11,85_89,701
2022-04-11,90+,678
2022-04-12,00_04,396
2022-04-12,05_09,415
2022-04-12,10_14,447
2022-04-12,15_19,672
2022-04-12,20_24,1414
2022-04-12,25_29,1859
2022-04-12,30_34,2351
2022-04-12,35_39,2160
2022-04-12,40_44,1998
2022-04-12,45_49,1975
2022-04-12,50_54,2327
2022-04-12,55_59,2379
2022-04-12,60_64,2126
2022-04-12,65_69,1659
2022-04-12,70_74,1546
2022-04-12,75_79,1173
2022-04-12,80_84,872
2022-04-12,85_89,674
2022-04-12,90+,616
2022-04-13,00_04,328
2022-04-13,05_09,313
2022-04-13,10_14,383
2022-04-13,15_19,647
2022-04-13,20_24,1297
2022-04-13,25_29,1775
2022-04-13,30_34,2112
2022-04-13,35_39,2053
2022-04-13,40_44,1782
2022-04-13,45_49,1798
2022-04-13,50_54,2155
2022-04-13,55_59,2298
2022-04-13,60_64,2035
2022-04-13,65_69,1623
2022-04-13,70_74,1515
2022-04-13,75_79,1136
2022-04-13,80_84,789
2022-04-13,85_89,613
2022-04-13,90+,534
2022-04-14,00_04,274
2022-04-14,05_09,259
2022-04-14,10_14,325
2022-04-14,15_19,557
2022-04-14,20_24,969
2022-04-14,25_29,1423
2022-04-14,30_34,1687
2022-04-14,35_39,1591
2022-04-14,40_44,1521
2022-04-14,45_49,1511
2022-04-14,50_54,1789
2022-04-14,55_59,1887
2022-04-14,60_64,1732
2022-04-14,65_69,1449
2022-04-14,70_74,1283
2022-04-14,75_79,1067
2022-04-14,80_84,745
2022-04-14,85_89,543
2022-04-14,90+,502
2022-04-15,00_04,259
2022-04-15,05_09,242
2022-04-15,10_14,311
2022-04-15,15_19,485
2022-04-15,20_24,782
2022-04-15,25_29,1071
2022-04-15,30_34,1340
2022-04-15,35_39,1309
2022-04-15,40_44,1214
2022-04-15,45_49,1261
2022-04-15,50_54,1507
2022-04-15,55_59,1510
2022-04-15,60_64,1380
2022-04-15,65_69,1166
2022-04-15,70_74,1088
2022-04-15,75_79,819
2022-04-15,80_84,524
2022-04-15,85_89,405
2022-04-15,90+,333
2022-04-16,00_04,232
2022-04-16,05_09,221
2022-04-16,10_14,256
2022-04-16,15_19,462
2022-04-16,20_24,743
2022-04-16,25_29,1005
2022-04-16,30_34,1228
2022-04-16,35_39,1105
2022-04-16,40_44,1164
2022-04-16,45_49,1205
2022-04-16,50_54,1322
2022-04-16,55_59,1431
2022-04-16,60_64,1306
2022-04-16,65_69,1124
2022-04-16,70_74,1088
2022-04-16,75_79,763
2022-04-16,80_84,491
2022-04-16,85_89,385
2022-04-16,90+,299
2022-04-17,00_04,272
2022-04-17,05_09,215
2022-04-17,10_14,266
2022-04-17,15_19,406
2022-04-17,20_24,780
2022-04-17,25_29,1040
2022-04-17,30_34,1338
2022-04-17,35_39,1222
2022-04-17,40_44,1252
2022-04-17,45_49,1279
2022-04-17,50_54,1426
2022-04-17,55_59,1490
2022-04-17,60_64,1279
2022-04-17,65_69,1073
2022-04-17,70_74,966
2022-04-17,75_79,707
2022-04-17,80_84,454
2022-04-17,85_89,342
2022-04-17,90+,255
2022-04-18,00_04,255
2022-04-18,05_09,265
2022-04-18,10_14,400
2022-04-18,15_19,559
2022-04-18,20_24,1082
2022-04-18,25_29,1493
2022-04-18,30_34,1685
2022-04-18,35_39,1705
2022-04-18,40_44,1537
2022-04-18,45_49,1640
2022-04-18,50_54,1909
2022-04-18,55_59,1917
2022-04-18,60_64,1561
2022-04-18,65_69,1139
2022-04-18,70_74,1065
2022-04-18,75_79,824
2022-04-18,80_84,502
2022-04-18,85_89,401
2022-04-18,90+,330
2022-04-19,00_04,238
2022-04-19,05_09,230
2022-04-19,10_14,362
2022-04-19,15_19,537
2022-04-19,20_24,1195
2022-04-19,25_29,1508
2022-04-19,30_34,1741
2022-04-19,35_39,1608
2022-04-19,40_44,1527
2022-04-19,45_49,1513
2022-04-19,50_54,1881
2022-04-19,55_59,1842
2022-04-19,60_64,1472
2022-04-19,65_69,1209
2022-04-19,70_74,1025
2022-04-19,75_79,848
2022-04-19,80_84,600
2022-04-19,85_89,498
2022-04-19,90+,436
2022-04-20,00_04,205
2022-04-20,05_09,216
2022-04-20,10_14,284
2022-04-20,15_19,483
2022-04-20,20_24,952
2022-04-20,25_29,1276
2022-04-20,30_34,1454
2022-04-20,35_39,1309
2022-04-20,40_44,1234
2022-04-20,45_49,1241
2022-04-20,50_54,1401
2022-04-20,55_59,1482
2022-04-20,60_64,1279
2022-04-20,65_69,1057
2022-04-20,70_74,878
2022-04-20,75_79,709
2022-04-20,80_84,508
2022-04-20,85_89,379
2022-04-20,90+,350
2022-04-21,00_04,164
2022-04-21,05_09,156
2022-04-21,10_14,258
2022-04-21,15_19,433
2022-04-21,20_24,905
2022-04-21,25_29,1030
2022-04-21,30_34,1219
2022-04-21,35_39,1049
2022-04-21,40_44,1074
2022-04-21,45_49,1124
2022-04-21,50_54,1226
2022-04-21,55_59,1232
2022-04-21,60_64,1096
2022-04-21,65_69,863
2022-04-21,70_74,800
2022-04-21,75_79,582
2022-04-21,80_84,428
2022-04-21,85_89,345
2022-04-21,90+,281
2022-04-22,00_04,158
2022-04-22,05_09,144
2022-04-22,10_14,194
2022-04-22,15_19,395
2022-04-22,20_24,669
2022-04-22,25_29,869
2022-04-22,30_34,1016
2022-04-22,35_39,924
2022-04-22,40_44,878
2022-04-22,45_49,871
2022-04-22,50_54,1050
2022-04-22,55_59,1057
2022-04-22,60_64,946
2022-04-22,65_69,772
2022-04-22,70_74,722
2022-04-22,75_79,565
2022-04-22,80_84,414
2022-04-22,85_89,333
2022-04-22,90+,267
