date,age,cases
2022-04-23,00_04,136
2022-04-23,05_09,155
2022-04-23,10_14,191
2022-04-23,15_19,331
2022-04-23,20_24,546
2022-04-23,25_29,711
2022-04-23,30_34,814
2022-04-23,35_39,783
2022-04-23,40_44,783
2022-04-23,45_49,776
2022-04-23,50_54,967
2022-04-23,55_59,898
2022-04-23,60_64,827
2022-04-23,65_69,633
2022-04-23,70_74,572
2022-04-23,75_79,475
2022-04-23,80_84,301
2022-04-23,85_89,247
2022-04-23,90+,209
2022-04-24,00_04,169
2022-04-24,05_09,216
2022-04-24,10_14,344
2022-04-24,15_19,480
2022-04-24,20_24,700
2022-04-24,25_29,814
2022-04-24,30_34,901
2022-04-24,35_39,936
2022-04-24,40_44,925
2022-04-24,45_49,886
2022-04-24,50_54,1070
2022-04-24,55_59,1056
2022-04-24,60_64,882
2022-04-24,65_69,636
2022-04-24,70_74,577
2022-04-24,75_79,442
2022-04-24,80_84,295
2022-04-24,85_89,190
2022-04-24,90+,159
2022-04-25,00_04,165
2022-04-25,05_09,205
2022-04-25,10_14,277
2022-04-25,15_19,447
2022-04-25,20_24,834
2022-04-25,25_29,972
2022-04-25,30_34,1089
2022-04-25,35_39,1030
2022-04-25,40_44,951
2022-04-25,45_49,979
2022-04-25,50_54,1158
2022-04-25,55_59,1136
2022-04-25,60_64,965
2022-04-25,65_69,718
2022-04-25,70_74,687
2022-04-25,75_79,563
2022-04-25,80_84,372
2022-04-25,85_89,327
2022-04-25,90+,306
2022-04-26,00_04,125
2022-04-26,05_09,134
2022-04-26,10_14,231
2022-04-26,15_19,390
2022-04-26,20_24,637
2022-04-26,25_29,855
2022-04-26,30_34,915
2022-04-26,35_39,860
2022-04-26,40_44,780
2022-04-26,45_49,839
2022-04-26,50_54,962
2022-04-26,55_59,969
2022-04-26,60_64,834
2022-04-26,65_69,651
2022-04-26,70_74,592
2022-04-26,75_79,443
2022-04-26,80_84,323
2022-04-26,85_89,275
2022-04-26,90+,275
2022-04-27,00_04,136
2022-04-27,05_09,147
2022-04-27,10_14,194
2022-04-27,15_19,328
2022-04-27,20_24,614
2022-04-27,25_29,724
2022-04-27,30_34,863
2022-04-27,35_39,761
2022-04-27,40_44,732
2022-04-27,45_49,704
2022-04-27,50_54,875
2022-04-27,55_59,849
2022-04-27,60_64,740
2022-04-27,65_69,578
2022-04-27,70_74,511
2022-04-27,75_79,400
2022-04-27,80_84,307
2022-04-27,85_89,246
2022-04-27,90+,224
2022-04-28,00_04,123
2022-04-28,05_09,135
2022-04-28,10_14,212
2022-04-28,15_19,314
2022-04-28,20_24,515
2022-04-28,25_29,615
2022-04-28,30_34,717
2022-04-28,35_39,691
2022-04-28,40_44,603
2022-04-28,45_49,614
2022-04-28,50_54,813
2022-04-28,55_59,784
2022-04-28,60_64,635
2022-04-28,65_69,542
2022-04-28,70_74,462
2022-04-28,75_79,362
2022-04-28,80_84,289
2022-04-28,85_89,203
2022-04-28,90+,199
2022-04-29,00_04,135
2022-04-29,05_09,145
2022-04-29,10_14,170
2022-04-29,15_19,265
2022-04-29,20_24,415
2022-04-29,25_29,541
2022-04-29,30_34,617
2022-04-29,35_39,568
2022-04-29,40_44,516
2022-04-29,45_49,579
2022-04-29,50_54,664
2022-04-29,55_59,710
2022-04-29,60_64,579
2022-04-29,65_69,468
2022-04-29,70_74,435
2022-04-29,75_79,327
2022-04-29,80_84,248
2022-04-29,85_89,200
2022-04-29,90+,205
2022-04-30,00_04,130
2022-04-30,05_09,144
2022-04-30,10_14,179
2022-04-30,15_19,229
2022-04-30,20_24,346
2022-04-30,25_29,422
2022-04-30,30_34,502
2022-04-30,35_39,491
2022-04-30,40_44,458
2022-04-30,45_49,499
2022-04-30,50_54,545
2022-04-30,55_59,584
2022-04-30,60_64,562
2022-04-30,65_69,476
2022-04-30,70_74,402
2022-04-30,75_79,268
2022-04-30,80_84,179
2022-04-30,85_89,151
2022-04-30,90+,138
2022-05-01,00_04,131
2022-05-01,05_09,172
2022-05-01,10_14,190
2022-05-01,15_19,280
2022-05-01,20_24,419
2022-05-01,25_29,537
2022-05-01,30_34,637
2022-05-01,35_39,610
2022-05-01,40_44,568
2022-05-01,45_49,590
2022-05-01,50_54,646
2022-05-01,55_59,597
2022-05-01,60_64,563
2022-05-01,65_69,447
2022-05-01,70_74,407
2022-05-01,75_79,265
2022-05-01,80_84,193
2022-05-01,85_89,151
2022-05-01,90+,141
2022-05-02,00_04,151
2022-05-02,05_09,245
2022-05-02,10_14,291
2022-05-02,15_19,375
2022-05-02,20_24,618
2022-05-02,25_29,709
2022-05-02,30_34,900
2022-05-02,35_39,871
2022-05-02,40_44,790
2022-05-02,45_49,834
2022-05-02,50_54,875
2022-05-02,55_59,854
2022-05-02,60_64,700
2022-05-02,65_69,563
2022-05-02,70_74,472
2022-05-02,75_79,342
2022-05-02,80_84,213
2022-05-02,85_89,198
2022-05-02,90+,143
2022-05-03,00_04,144
2022-05-03,05_09,212
2022-05-03,10_14,282
2022-05-03,15_19,386
2022-05-03,20_24,643
2022-05-03,25_29,872
2022-05-03,30_34,1022
2022-05-03,35_39,914
2022-05-03,40_44,921
2022-05-03,45_49,811
2022-05-03,50_54,902
2022-05-03,55_59,951
2022-05-03,60_64,763
2022-05-03,65_69,565
2022-05-03,70_74,504
2022-05-03,75_79,355
2022-05-03,80_84,253
2022-05-03,85_89,217
2022-05-03,90+,206
2022-05-04,00_04,146
2022-05-04,05_09,159
2022-05-04,10_14,226
2022-05-04,15_19,333
2022-05-04,20_24,628
2022-05-04,25_29,728
2022-05-04,30_34,876
2022-05-04,35_39,809
2022-05-04,40_44,754
2022-05-04,45_49,718
2022-05-04,50_54,749
2022-05-04,55_59,851
2022-05-04,60_64,647
2022-05-04,65_69,529
2022-05-04,70_74,492
2022-05-04,75_79,319
2022-05-04,80_84,252
2022-05-04,85_89,201
2022-05-04,90+,164
2022-05-05,00_04,119
2022-05-05,05_09,170
2022-05-05,10_14,169
2022-05-05,15_19,271
2022-05-05,20_24,494
2022-05-05,25_29,682
2022-05-05,30_34,772
2022-05-05,35_39,740
2022-05-05,40_44,680
2022-05-05,45_49,644
2022-05-05,50_54,720
2022-05-05,55_59,703
2022-05-05,60_64,552
2022-05-05,65_69,449
2022-05-05,70_74,451
2022-05-05,75_79,283
2022-05-05,80_84,203
2022-05-05,85_89,144
2022-05-05,90+,136
2022-05-06,00_04,109
2022-05-06,05_09,129
2022-05-06,10_14,173
2022-05-06,15_19,257
2022-05-06,20_24,430
2022-05-06,25_29,496
2022-05-06,30_34,627
2022-05-06,35_39,606
2022-05-06,40_44,542
2022-05-06,45_49,570
2022-05-06,50_54,587
2022-05-06,55_59,622
2022-05-06,60_64,547
2022-05-06,65_69,461
2022-05-06,70_74,408
2022-05-06,75_79,268
2022-05-06,80_84,195
2022-05-06,85_89,146
2022-05-06,90+,104
2022-05-07,00_04,107
2022-05-07,05_09,149
2022-05-07,10_14,145
2022-05-07,15_19,220
2022-05-07,20_24,344
2022-05-07,25_29,425
2022-05-07,30_34,478
2022-05-07,35_39,517
2022-05-07,40_44,481
2022-05-07,45_49,491
2022-05-07,50_54,495
2022-05-07,55_59,506
2022-05-07,60_64,489
2022-05-07,65_69,366
2022-05-07,70_74,346
2022-05-07,75_79,223
2022-05-07,80_84,143
2022-05-07,85_89,127
2022-05-07,90+,106
2022-05-08,00_04,116
2022-05-08,05_09,170
2022-05-08,10_14,238
2022-05-08,15_19,314
2022-05-08,20_24,484
2022-05-08,25_29,533
2022-05-08,30_34,669
2022-05-08,35_39,650
2022-05-08,40_44,556
2022-05-08,45_49,580
2022-05-08,50_54,652
2022-05-08,55_59,666
2022-05-08,60_64,539
2022-05-08,65_69,408
2022-05-08,70_74,334
2022-05-08,75_79,212
2022-05-08,80_84,132
2022-05-08,85_89,125
2022-05-08,90+,86
2022-05-09,00_04,126
2022-05-09,05_09,208
2022-05-09,10_14,249
2022-05-09,15_19,271
2022-05-09,20_24,589
2022-05-09,25_29,690
2022-05-09,30_34,758
2022-05-09,35_39,703
2022-05-09,40_44,716
2022-05-09,45_49,647
2022-05-09,50_54,752
2022-05-09,55_59,741
2022-05-09,60_64,620
2022-05-09,65_69,428
2022-05-09,70_74,405
2022-05-09,75_79,279
2022-05-09,80_84,196
2022-05-09,85_89,139
2022-05-09,90+,141
2022-05-10,00_04,107
2022-05-10,05_09,155
2022-05-10,10_14,206
2022-05-10,15_19,301
2022-05-10,20_24,561
2022-05-10,25_29,616
2022-05-10,30_34,679
2022-05-10,35_39,706
2022-05-10,40_44,606
2022-05-10,45_49,576
2022-05-10,50_54,651
2022-05-10,55_59,629
2022-05-10,60_64,567
2022-05-10,65_69,449
2022-05-10,70_74,408
2022-05-10,75_79,260
2022-05-10,80_84,168
2022-05-10,85_89,141
2022-05-10,90+,131
2022-05-11,00_04,93
2022-05-11,05_09,127
2022-05-11,10_14,186
2022-05-11,15_19,270
2022-05-11,20_24,475
2022-05-11,25_29,568
2022-05-11,30_34,646
2022-05-11,35_39,615
2022-05-11,40_44,570
2022-05-11,45_49,495
2022-05-11,50_54,582
2022-05-11,55_59,589
2022-05-11,60_64,512
2022-05-11,65_69,354
2022-05-11,70_74,352
2022-05-11,75_79,243
2022-05-11,80_84,139
2022-05-11,85_89,138
2022-05-11,90+,101
2022-05-12,00_04,79
2022-05-12,05_09,106
2022-05-12,10_14,162
2022-05-12,15_19,203
2022-05-12,20_24,415
2022-05-12,25_29,449
2022-05-12,30_34,543
2022-05-12,35_39,499
2022-05-12,40_44,457
2022-05-12,45_49,496
2022-05-12,50_54,522
2022-05-12,55_59,525
2022-05-12,60_64,474
2022-05-12,65_69,356
2022-05-12,70_74,328
2022-05-12,75_79,215
2022-05-12,80_84,131
2022-05-12,85_89,132
2022-05-12,90+,89
2022-05-13,00_04,85
2022-05-13,05_09,101
2022-05-13,10_14,133
2022-05-13,15_19,191
2022-05-13,20_24,307
2022-05-13,25_29,394
2022-05-13,30_34,453
2022-05-13,35_39,453
2022-05-13,40_44,401
2022-05-13,45_49,382
2022-05-13,50_54,449
2022-05-13,55_59,495
2022-05-13,60_64,446
2022-05-13,65_69,364
2022-05-13,70_74,292
2022-05-13,75_79,228
2022-05-13,80_84,143
2022-05-13,85_89,125
2022-05-13,90+,89
2022-05-14,00_04,61
2022-05-14,05_09,84
2022-05-14,10_14,117
2022-05-14,15_19,192
2022-05-14,20_24,288
2022-05-14,25_29,357
2022-05-14,30_34,446
2022-05-14,35_39,440
2022-05-14,40_44,341
2022-05-14,45_49,342
2022-05-14,50_54,389
2022-05-14,55_59,466
2022-05-14,60_64,387
2022-05-14,65_69,297
2022-05-14,70_74,292
2022-05-14,75_79,189
2022-05-14,80_84,106
2022-05-14,85_89,94
2022-05-14,90+,57
2022-05-15,00_04,84
2022-05-15,05_09,144
2022-05-15,10_14,212
2022-05-15,15_19,301
2022-05-15,20_24,413
2022-05-15,25_29,483
2022-05-15,30_34,545
2022-05-15,35_39,527
2022-05-15,40_44,532
2022-05-15,45_49,531
2022-05-15,50_54,595
2022-05-15,55_59,534
2022-05-15,60_64,448
2022-05-15,65_69,363
2022-05-15,70_74,315
2022-05-15,75_79,214
2022-05-15,80_84,113
2022-05-15,85_89,96
2022-05-15,90+,54
2022-05-16,00_04,95
2022-05-16,05_09,128
2022-05-16,10_14,213
2022-05-16,15_19,293
2022-05-16,20_24,537
2022-05-16,25_29,607
2022-05-16,30_34,691
2022-05-16,35_39,679
2022-05-16,40_44,597
2022-05-16,45_49,561
2022-05-16,50_54,627
2022-05-16,55_59,650
2022-05-16,60_64,549
2022-05-16,65_69,396
2022-05-16,70_74,350
2022-05-16,75_79,246
2022-05-16,80_84,166
2022-05-16,85_89,144
2022-05-16,90+,117
2022-05-17,00_04,78
2022-05-17,05_09,107
2022-05-17,10_14,153
2022-05-17,15_19,252
2022-05-17,20_24,424
2022-05-17,25_29,520
2022-05-17,30_34,616
2022-05-17,35_39,592
2022-05-17,40_44,508
2022-05-17,45_49,468
2022-05-17,50_54,553
2022-05-17,55_59,527
2022-05-17,60_64,494
2022-05-17,65_69,351
2022-05-17,70_74,376
2022-05-17,75_79,196
2022-05-17,80_84,158
2022-05-17,85_89,105
2022-05-17,90+,82
2022-05-18,00_04,74
2022-05-18,05_09,82
2022-05-18,10_14,146
2022-05-18,15_19,237
2022-05-18,20_24,385
2022-05-18,25_29,471
2022-05-18,30_34,612
2022-05-18,35_39,485
2022-05-18,40_44,453
2022-05-18,45_49,463
2022-05-18,50_54,528
2022-05-18,55_59,513
2022-05-18,60_64,448
2022-05-18,65_69,373
2022-05-18,70_74,336
2022-05-18,75_79,197
2022-05-18,80_84,139
2022-05-18,85_89,114
2022-05-18,90+,93
2022-05-19,00_04,57
2022-05-19,05_09,81
2022-05-19,10_14,132
2022-05-19,15_19,205
2022-05-19,20_24,340
2022-05-19,25_29,424
2022-05-19,30_34,530
2022-05-19,35_39,486
2022-05-19,40_44,442
2022-05-19,45_49,423
2022-05-19,50_54,437
2022-05-19,55_59,475
2022-05-19,60_64,399
2022-05-19,65_69,325
2022-05-19,70_74,295
2022-05-19,75_79,200
2022-05-19,80_84,101
2022-05-19,85_89,97
2022-05-19,90+,89
2022-05-20,00_04,55
2022-05-20,05_09,63
2022-05-20,10_14,100
2022-05-20,15_19,158
2022-05-20,20_24,265
2022-05-20,25_29,303
2022-05-20,30_34,382
2022-05-20,35_39,354
2022-05-20,40_44,355
2022-05-20,45_49,325
2022-05-20,50_54,421
2022-05-20,55_59,438
2022-05-20,60_64,382
2022-05-20,65_69,350
2022-05-20,70_74,325
2022-05-20,75_79,189
2022-05-20,80_84,134
2022-05-20,85_89,106
2022-05-20,90+,72
2022-05-21,00_04,43
2022-05-21,05_09,60
2022-05-21,10_14,121
2022-05-21,15_19,132
2022-05-21,20_24,241
2022-05-21,25_29,296
2022-05-21,30_34,297
2022-05-21,35_39,306
2022-05-21,40_44,275
2022-05-21,45_49,314
2022-05-21,50_54,385
2022-05-21,55_59,361
2022-05-21,60_64,321
2022-05-21,65_69,249
2022-05-21,70_74,219
2022-05-21,75_79,187
2022-05-21,80_84,81
2022-05-21,85_89,73
2022-05-21,90+,44
2022-05-22,00_04,55
2022-05-22,05_09,91
2022-05-22,10_14,151
2022-05-22,15_19,204
2022-05-22,20_24,331
2022-05-22,25_29,372
2022-05-22,30_34,406
2022-05-22,35_39,390
2022-05-22,40_44,411
2022-05-22,45_49,367
2022-05-22,50_54,408
2022-05-22,55_59,405
2022-05-22,60_64,428
2022-05-22,65_69,301
2022-05-22,70_74,239
2022-05-22,75_79,153
2022-05-22,80_84,86
2022-05-22,85_89,77
2022-05-22,90+,57
2022-05-23,00_04,44
2022-05-23,05_09,82
2022-05-23,10_14,176
2022-05-23,15_19,200
2022-05-23,20_24,367
2022-05-23,25_29,451
2022-05-23,30_34,542
2022-05-23,35_39,477
2022-05-23,40_44,463
2022-05-23,45_49,471
2022-05-23,50_54,518
2022-05-23,55_59,564
2022-05-23,60_64,465
2022-05-23,65_69,341
2022-05-23,70_74,321
2022-05-23,75_79,177
2022-05-23,80_84,137
2022-05-23,85_89,87
2022-05-23,90+,56
2022-05-24,00_04,43
2022-05-24,05_09,75
2022-05-24,10_14,146
2022-05-24,15_19,189
2022-05-24,20_24,358
2022-05-24,25_29,422
2022-05-24,30_34,426
2022-05-24,35_39,431
2022-05-24,40_44,365
2022-05-24,45_49,426
2022-05-24,50_54,503
2022-05-24,55_59,478
2022-05-24,60_64,434
2022-05-24,65_69,313
2022-05-24,70_74,282
2022-05-24,75_79,192
2022-05-24,80_84,102
2022-05-24,85_89,66
2022-05-24,90+,68
2022-05-25,00_04,47
2022-05-25,05_09,72
2022-05-25,10_14,119
2022-05-25,15_19,207
2022-05-25,20_24,311
2022-05-25,25_29,379
2022-05-25,30_34,446
2022-05-25,35_39,373
2022-05-25,40_44,371
2022-05-25,45_49,339
2022-05-25,50_54,444
2022-05-25,55_59,462
2022-05-25,60_64,413
2022-05-25,65_69,313
2022-05-25,70_74,277
2022-05-25,75_79,172
2022-05-25,80_84,101
2022-05-25,85_89,64
2022-05-25,90+,44
2022-05-26,00_04,54
2022-05-26,05_09,43
2022-05-26,10_14,96
2022-05-26,15_19,165
2022-05-26,20_24,273
2022-05-26,25_29,369
2022-05-26,30_34,369
2022-05-26,35_39,366
2022-05-26,40_44,321
2022-05-26,45_49,354
2022-05-26,50_54,425
2022-05-26,55_59,417
2022-05-26,60_64,367
2022-05-26,65_69,293
2022-05-26,70_74,286
2022-05-26,75_79,174
2022-05-26,80_84,95
2022-05-26,85_89,85
2022-05-26,90+,50
2022-05-27,00_04,40
2022-05-27,05_09,50
2022-05-27,10_14,108
2022-05-27,15_19,159
2022-05-27,20_24,223
2022-05-27,25_29,291
2022-05-27,30_34,345
2022-05-27,35_39,321
2022-05-27,40_44,279
2022-05-27,45_49,298
2022-05-27,50_54,380
2022-05-27,55_59,404
2022-05-27,60_64,357
2022-05-27,65_69,308
2022-05-27,70_74,283
2022-05-27,75_79,153
2022-05-27,80_84,98
2022-05-27,85_89,78
2022-05-27,90+,53
2022-05-28,00_04,39
2022-05-28,05_09,30
2022-05-28,10_14,120
2022-05-28,15_19,114
2022-05-28,20_24,236
2022-05-28,25_29,272
2022-05-28,30_34,314
2022-05-28,35_39,261
2022-05-28,40_44,277
2022-05-28,45_49,288
2022-05-28,50_54,351
2022-05-28,55_59,374
2022-05-28,60_64,315
2022-05-28,65_69,273
2022-05-28,70_74,248
2022-05-28,75_79,134
2022-05-28,80_84,82
2022-05-28,85_89,55
2022-05-28,90+,39
2022-05-29,00_04,47
2022-05-29,05_09,39
2022-05-29,10_14,92
2022-05-29,15_19,126
2022-05-29,20_24,248
2022-05-29,25_29,354
2022-05-29,30_34,378
2022-05-29,35_39,305
2022-05-29,40_44,373
2022-05-29,45_49,312
2022-05-29,50_54,415
2022-05-29,55_59,428
2022-05-29,60_64,375
2022-05-29,65_69,324
2022-05-29,70_74,264
2022-05-29,75_79,144
2022-05-29,80_84,100
2022-05-29,85_89,66
2022-05-29,90+,39
2022-05-30,00_04,49
2022-05-30,05_09,43
2022-05-30,10_14,102
2022-05-30,15_19,199
2022-05-30,20_24,309
2022-05-30,25_29,391
2022-05-30,30_34,459
2022-05-30,35_39,428
2022-05-30,40_44,426
2022-05-30,45_49,417
2022-05-30,50_54,555
2022-05-30,55_59,538
2022-05-30,60_64,530
2022-05-30,65_69,365
2022-05-30,70_74,316
2022-05-30,75_79,191
2022-05-30,80_84,98
2022-05-30,85_89,81
2022-05-30,90+,70
2022-05-31,00_04,47
2022-05-31,05_09,45
2022-05-31,10_14,86
2022-05-31,15_19,171
2022-05-31,20_24,328
2022-05-31,25_29,423
2022-05-31,30_34,463
2022-05-31,35_39,408
2022-05-31,40_44,407
2022-05-31,45_49,389
2022-05-31,50_54,497
2022-05-31,55_59,518
2022-05-31,60_64,476
2022-05-31,65_69,386
2022-05-31,70_74,340
2022-05-31,75_79,169
2022-05-31,80_84,116
2022-05-31,85_89,82
2022-05-31,90+,75
2022-06-01,00_04,39
2022-06-01,05_09,35
2022-06-01,10_14,73
2022-06-01,15_19,162
2022-06-01,20_24,301
2022-06-01,25_29,433
2022-06-01,30_34,467
2022-06-01,35_39,380
2022-06-01,40_44,378
2022-06-01,45_49,422
2022-06-01,50_54,464
2022-06-01,55_59,548
2022-06-01,60_64,491
2022-06-01,65_69,402
2022-06-01,70_74,353
2022-06-01,75_79,202
2022-06-01,80_84,99
2022-06-01,85_89,76
2022-06-01,90+,65
2022-06-02,00_04,44
2022-06-02,05_09,38
2022-06-02,10_14,83
2022-06-02,15_19,172
2022-06-02,20_24,278
2022-06-02,25_29,347
2022-06-02,30_34,376
2022-06-02,35_39,367
2022-06-02,40_44,340
2022-06-02,45_49,381
2022-06-02,50_54,411
2022-06-02,55_59,458
2022-06-02,60_64,422
2022-06-02,65_69,310
2022-06-02,70_74,317
2022-06-02,75_79,199
2022-06-02,80_84,137
2022-06-02,85_89,78
2022-06-02,90+,52
2022-06-03,00_04,45
2022-06-03,05_09,47
2022-06-03,10_14,84
2022-06-03,15_19,161
2022-06-03,20_24,306
2022-06-03,25_29,370
2022-06-03,30_34,403
2022-06-03,35_39,390
2022-06-03,40_44,420
2022-06-03,45_49,492
2022-06-03,50_54,496
2022-06-03,55_59,498
2022-06-03,60_64,424
2022-06-03,65_69,345
2022-06-03,70_74,339
2022-06-03,75_79,190
2022-06-03,80_84,127
2022-06-03,85_89,96
2022-06-03,90+,56
2022-06-04,00_04,51
2022-06-04,05_09,55
2022-06-04,10_14,120
2022-06-04,15_19,208
2022-06-04,20_24,346
2022-06-04,25_29,410
2022-06-04,30_34,477
2022-06-04,35_39,476
2022-06-04,40_44,478
2022-06-04,45_49,530
2022-06-04,50_54,569
2022-06-04,55_59,553
2022-06-04,60_64,475
2022-06-04,65_69,367
2022-06-04,70_74,339
2022-06-04,75_79,227
2022-06-04,80_84,130
2022-06-04,85_89,58
2022-06-04,90+,63
2022-06-05,00_04,54
2022-06-05,05_09,71
2022-06-05,10_14,205
2022-06-05,15_19,299
2022-06-05,20_24,487
2022-06-05,25_29,639
2022-06-05,30_34,704
2022-06-05,35_39,669
2022-06-05,40_44,650
2022-06-05,45_49,732
2022-06-05,50_54,810
2022-06-05,55_59,744
2022-06-05,60_64,602
2022-06-05,65_69,443
2022-06-05,70_74,393
2022-06-05,75_79,230
2022-06-05,80_84,133
2022-06-05,85_89,95
2022-06-05,90+,61
2022-06-06,00_04,61
2022-06-06,05_09,71
2022-06-06,10_14,168
2022-06-06,15_19,346
2022-06-06,20_24,613
2022-06-06,25_29,776
2022-06-06,30_34,853
2022-06-06,35_39,799
2022-06-06,40_44,818
2022-06-06,45_49,830
2022-06-06,50_54,894
2022-06-06,55_59,896
2022-06-06,60_64,655
2022-06-06,65_69,477
2022-06-06,70_74,469
2022-06-06,75_79,273
2022-06-06,80_84,158
2022-06-06,85_89,126
2022-06-06,90+,104
2022-06-07,00_04,65
2022-06-07,05_09,78
2022-06-07,10_14,177
2022-06-07,15_19,336
2022-06-07,20_24,577
2022-06-07,25_29,771
2022-06-07,30_34,801
2022-06-07,35_39,785
2022-06-07,40_44,681
2022-06-07,45_49,806
2022-06-07,50_54,822
2022-06-07,55_59,855
2022-06-07,60_64,682
2022-06-07,65_69,537
2022-06-07,70_74,476
2022-06-07,75_79,308
2022-06-07,80_84,158
2022-06-07,85_89,116
2022-06-07,90+,102
2022-06-08,00_04,76
2022-06-08,05_09,73
2022-06-08,10_14,179
2022-06-08,15_19,335
2022-06-08,20_24,622
2022-06-08,25_29,794
2022-06-08,30_34,860
2022-06-08,35_39,804
2022-06-08,40_44,757
2022-06-08,45_49,760
2022-06-08,50_54,929
2022-06-08,55_59,862
2022-06-08,60_64,703
2022-06-08,65_69,566
2022-06-08,70_74,510
2022-06-08,75_79,321
2022-06-08,80_84,211
2022-06-08,85_89,137
2022-06-08,90+,114
2022-06-09,00_04,96
2022-06-09,05_09,79
2022-06-09,10_14,160
2022-06-09,15_19,381
2022-06-09,20_24,544
2022-06-09,25_29,659
2022-06-09,30_34,778
2022-06-09,35_39,687
2022-06-09,40_44,640
2022-06-09,45_49,797
2022-06-09,50_54,873
2022-06-09,55_59,882
2022-06-09,60_64,738
2022-06-09,65_69,601
2022-06-09,70_74,516
2022-06-09,75_79,291
2022-06-09,80_84,185
2022-06-09,85_89,138
2022-06-09,90+,144
2022-06-10,00_04,74
2022-06-10,05_09,89
2022-06-10,10_14,192
2022-06-10,15_19,342
2022-06-10,20_24,459
2022-06-10,25_29,658
2022-06-10,30_34,694
2022-06-10,35_39,696
2022-06-10,40_44,631
2022-06-10,45_49,696
2022-06-10,50_54,835
2022-06-10,55_59,841
2022-06-10,60_64,776
2022-06-10,65_69,552
2022-06-10,70_74,494
2022-06-10,75_79,282
2022-06-10,80_84,190
2022-06-10,85_89,148
2022-06-10,90+,115
2022-06-11,00_04,77
2022-06-11,05_09,95
2022-06-11,10_14,181
2022-06-11,15_19,283
2022-06-11,20_24,439
2022-06-11,25_29,580
2022-06-11,30_34,607
2022-06-11,35_39,588
2022-06-11,40_44,605
2022-06-11,45_49,720
2022-06-11,50_54,777
2022-06-11,55_59,807
2022-06-11,60_64,713
2022-06-11,65_69,574
2022-06-11,70_74,495
2022-06-11,75_79,325
2022-06-11,80_84,172
2022-06-11,85_89,118
2022-06-11,90+,76
2022-06-12,00_04,104
2022-06-12,05_09,111
2022-06-12,10_14,306
2022-06-12,15_19,451
2022-06-12,20_24,551
2022-06-12,25_29,696
2022-06-12,30_34,897
2022-06-12,35_39,896
2022-06-12,40_44,850
2022-06-12,45_49,933
2022-06-12,50_54,1135
2022-06-12,55_59,984
2022-06-12,60_64,802
2022-06-12,65_69,589
2022-06-12,70_74,513
2022-06-12,75_79,330
2022-06-12,80_84,207
2022-06-12,85_89,125
2022-06-12,90+,87
2022-06-13,00_04,104
2022-06-13,05_09,131
2022-06-13,10_14,354
2022-06-13,15_19,478
2022-06-13,20_24,697
2022-06-13,25_29,914
2022-06-13,30_34,1064
2022-06-13,35_39,1078
2022-06-13,40_44,1048
2022-06-13,45_49,1066
2022-06-13,50_54,1212
2022-06-13,55_59,1200
2022-06-13,60_64,978
2022-06-13,65_69,748
2022-06-13,70_74,656
2022-06-13,75_79,418
2022-06-13,80_84,254
2022-06-13,85_89,191
2022-06-13,90+,160
2022-06-14,00_04,126
2022-06-14,05_09,142
2022-06-14,10_14,288
2022-06-14,15_19,441
2022-06-14,20_24,712
2022-06-14,25_29,971
2022-06-14,30_34,1062
2022-06-14,35_39,973
2022-06-14,40_44,1055
2022-06-14,45_49,1069
2022-06-14,50_54,1183
2022-06-14,55_59,1147
2022-06-14,60_64,956
2022-06-14,65_69,756
2022-06-14,70_74,675
2022-06-14,75_79,404
2022-06-14,80_84,234
2022-06-14,85_89,173
2022-06-14,90+,110
2022-06-15,00_04,123
2022-06-15,05_09,117
2022-06-15,10_14,293
2022-06-15,15_19,425
2022-06-15,20_24,683
2022-06-15,25_29,904
2022-06-15,30_34,1047
2022-06-15,35_39,915
2022-06-15,40_44,988
2022-06-15,45_49,1130
2022-06-15,50_54,1151
2022-06-15,55_59,1174
2022-06-15,60_64,943
2022-06-15,65_69,737
2022-06-15,70_74,655
2022-06-15,75_79,412
2022-06-15,80_84,221
2022-06-15,85_89,162
2022-06-15,90+,119
2022-06-16,00_04,103
2022-06-16,05_09,122
2022-06-16,10_14,288
2022-06-16,15_19,422
2022-06-16,20_24,647
2022-06-16,25_29,891
2022-06-16,30_34,945
2022-06-16,35_39,931
2022-06-16,40_44,910
2022-06-16,45_49,965
2022-06-16,50_54,1117
2022-06-16,55_59,1138
2022-06-16,60_64,916
2022-06-16,65_69,709
2022-06-16,70_74,647
2022-06-16,75_79,419
2022-06-16,80_84,263
2022-06-16,85_89,185
2022-06-16,90+,130
2022-06-17,00_04,103
2022-06-17,05_09,118
2022-06-17,10_14,298
2022-06-17,15_19,361
2022-06-17,20_24,539
2022-06-17,25_29,781
2022-06-17,30_34,844
2022-06-17,35_39,871
2022-06-17,40_44,888
2022-06-17,45_49,911
2022-06-17,50_54,1176
2022-06-17,55_59,1091
2022-06-17,60_64,923
2022-06-17,65_69,751
2022-06-17,70_74,733
2022-06-17,75_79,456
2022-06-17,80_84,266
2022-06-17,85_89,197
2022-06-17,90+,147
2022-06-18,00_04,129
2022-06-18,05_09,164
2022-06-18,10_14,341
2022-06-18,15_19,382
2022-06-18,20_24,574
2022-06-18,25_29,664
2022-06-18,30_34,812
2022-06-18,35_39,863
2022-06-18,40_44,921
2022-06-18,45_49,950
2022-06-18,50_54,1155
2022-06-18,55_59,1084
2022-06-18,60_64,1034
2022-06-18,65_69,759
